Area_sqft,Bedrooms,Bathrooms,Age_years,Locality,Parking_spaces,Furnished_status,Metro_nearby,Floor,Total_floors,Price_lakhs
995,2,1,10.1,Khan Market,1,Furnished,0,10,11,199.14
1101,2,1,1.9,Greater Kailash,2,Semi-Furnished,1,6,6,186.79
1131,3,3,6.1,Defence Colony,0,Unfurnished,1,11,11,242.39
1439,2,2,19.3,Dwarka,0,Semi-Furnished,1,14,15,98.41
1318,1,1,3.2,Khan Market,1,Unfurnished,0,2,9,208.12
900,2,2,0.3,Khan Market,1,Semi-Furnished,1,5,5,221.31
1576,3,3,16.7,Dwarka,1,Unfurnished,1,6,14,99.66
1397,2,2,6.1,Greater Kailash,0,Furnished,1,1,1,277.69
874,3,3,26.3,Khan Market,1,Semi-Furnished,1,1,1,131.51
1813,2,2,8.6,South Extension,2,Unfurnished,0,1,1,255.45
1039,1,1,3.3,Pitampura,0,Unfurnished,1,6,9,80.51
546,2,2,3.0,Janakpuri,0,Semi-Furnished,0,1,1,33.36
1463,2,2,2.4,Connaught Place,0,Unfurnished,0,1,1,288.65
400,3,3,3.0,Pitampura,1,Furnished,1,1,1,46.71
892,2,2,29.7,Paschim Vihar,1,Semi-Furnished,0,1,7,18.86
910,3,3,19.2,Greater Kailash,0,Unfurnished,0,2,12,93.76
502,3,3,7.1,Defence Colony,1,Furnished,1,1,1,110.39
693,4,4,31.7,Karol Bagh,1,Unfurnished,0,15,15,38.69
711,3,3,3.4,Vikaspuri,1,Unfurnished,1,10,12,60.64
400,2,1,3.3,Rajouri Garden,0,Semi-Furnished,1,13,16,47.88
1064,1,1,27.9,Shahdara,1,Unfurnished,1,3,17,22.21
1223,2,1,5.2,Paschim Vihar,0,Semi-Furnished,1,16,20,77.34
1312,3,3,0.2,Shahdara,2,Furnished,0,1,1,57.45
1423,3,3,8.9,Pitampura,1,Furnished,0,1,1,91.51
788,3,3,2.7,Rohini,1,Semi-Furnished,1,1,1,82.1
1408,4,4,11.5,South Extension,1,Furnished,1,9,9,246.09
1085,2,2,5.8,Khan Market,1,Furnished,1,3,7,278.65
1114,2,2,7.0,Khan Market,0,Unfurnished,1,2,7,177.43
1543,1,1,6.6,Pitampura,1,Unfurnished,1,13,19,89.99
1567,3,3,4.8,Mayur Vihar,2,Semi-Furnished,1,10,10,107.41
1617,4,4,0.6,Pitampura,1,Semi-Furnished,1,3,5,170.39
1349,3,2,6.8,Vikaspuri,1,Furnished,1,8,15,128.35
896,2,2,0.5,Karol Bagh,1,Semi-Furnished,0,3,5,106.21
986,3,2,6.3,Dwarka,0,Semi-Furnished,1,14,17,103.45
876,4,4,10.5,Janakpuri,2,Unfurnished,1,1,6,58.04
1462,3,3,6.1,Vikaspuri,2,Unfurnished,1,3,9,99.08
1021,2,2,9.8,Connaught Place,1,Unfurnished,0,4,8,152.86
1574,1,1,2.1,Pitampura,0,Furnished,1,1,19,140.62
700,2,2,3.0,Mayur Vihar,2,Unfurnished,1,1,1,40.82
1510,2,1,8.4,Lajpat Nagar,1,Unfurnished,0,18,19,157.75
881,2,2,12.6,Vasant Vihar,1,Semi-Furnished,0,4,7,101.01
1833,5,4,4.0,Rohini,1,Semi-Furnished,0,1,1,163.36
1170,4,4,9.0,Rohini,1,Unfurnished,1,7,16,118.35
877,4,3,8.4,Paschim Vihar,1,Semi-Furnished,0,11,11,50.92
1527,3,3,9.2,Ghaziabad,1,Semi-Furnished,1,11,18,48.21
692,2,2,50.0,South Extension,1,Unfurnished,0,1,1,1.0
1558,4,4,5.0,Khan Market,1,Semi-Furnished,1,3,17,393.01
1456,3,2,21.0,Connaught Place,1,Semi-Furnished,1,7,7,287.65
1480,4,4,8.0,Rajouri Garden,1,Unfurnished,0,1,4,154.33
1681,1,1,2.6,Lajpat Nagar,1,Semi-Furnished,0,6,18,206.69
552,4,4,4.9,Paschim Vihar,2,Unfurnished,0,4,7,32.73
1305,3,3,0.8,Pitampura,1,Furnished,1,2,8,114.46
865,3,3,1.4,Janakpuri,1,Furnished,0,8,18,61.04
1392,1,1,2.0,Paschim Vihar,1,Unfurnished,0,2,4,62.34
764,2,2,50.0,Rohini,0,Semi-Furnished,0,4,11,1.0
662,3,3,0.2,Connaught Place,0,Unfurnished,1,3,11,194.38
752,2,2,12.3,Connaught Place,0,Semi-Furnished,1,8,9,113.16
1240,3,3,10.9,Dilshad Garden,2,Semi-Furnished,1,4,18,65.92
1638,2,2,16.1,Pitampura,1,Semi-Furnished,0,11,12,83.3
1420,2,2,3.9,Lajpat Nagar,1,Semi-Furnished,0,7,7,164.83
609,3,2,5.8,Ghaziabad,1,Semi-Furnished,1,12,13,26.9
950,2,2,15.4,Greater Kailash,1,Semi-Furnished,1,14,14,132.75
1310,4,3,13.0,Connaught Place,0,Unfurnished,1,7,18,335.21
978,3,3,3.3,Vasant Vihar,0,Furnished,0,1,1,177.93
1028,3,3,5.1,Dwarka,1,Unfurnished,1,17,18,107.38
2132,2,2,0.2,Ghaziabad,1,Unfurnished,1,8,15,79.79
834,3,3,2.7,Vikaspuri,1,Unfurnished,0,1,1,51.62
1642,2,2,9.9,Paschim Vihar,1,Semi-Furnished,0,1,1,79.6
1604,2,2,2.4,Dilshad Garden,1,Semi-Furnished,1,7,19,64.52
755,3,3,3.5,Janakpuri,2,Unfurnished,1,1,1,57.03
1292,3,3,0.4,Vasant Vihar,1,Semi-Furnished,0,14,19,248.56
1084,1,1,7.8,Lajpat Nagar,0,Furnished,1,11,16,136.25
913,3,3,3.4,Defence Colony,1,Unfurnished,0,11,19,207.83
1089,2,2,7.0,Dwarka,2,Furnished,1,4,5,111.32
427,2,2,1.5,Pitampura,0,Unfurnished,0,7,10,26.24
400,2,2,0.2,Shahdara,1,Semi-Furnished,1,9,12,23.4
1108,2,1,13.1,Karol Bagh,2,Unfurnished,1,3,11,101.2
1379,3,3,0.0,Vikaspuri,0,Unfurnished,1,4,6,115.43
984,2,1,12.8,Karol Bagh,2,Unfurnished,0,4,8,91.59
1063,4,4,1.9,Vasant Vihar,2,Unfurnished,1,1,3,210.1
1406,3,3,0.2,Vasant Vihar,0,Unfurnished,1,1,1,244.64
1759,5,5,13.0,Rajouri Garden,1,Semi-Furnished,0,1,1,202.87
579,1,1,6.5,Greater Kailash,1,Semi-Furnished,0,1,3,95.59
1716,3,2,9.5,Vikaspuri,2,Semi-Furnished,1,5,8,146.02
961,3,3,5.8,Janakpuri,2,Unfurnished,1,15,18,69.73
1531,4,4,6.1,Ghaziabad,0,Unfurnished,1,17,19,49.22
1112,2,2,0.3,Dwarka,0,Furnished,1,2,4,126.45
1209,4,4,1.1,Lajpat Nagar,1,Semi-Furnished,0,4,16,216.28
400,3,3,8.0,Connaught Place,0,Unfurnished,1,1,3,91.85
1166,3,3,5.8,Dwarka,1,Unfurnished,1,15,20,111.09
914,2,2,15.3,Mayur Vihar,1,Semi-Furnished,0,9,9,32.05
1026,3,2,8.6,Lajpat Nagar,1,Semi-Furnished,0,13,19,138.7
1046,2,2,3.2,Vasant Vihar,1,Furnished,1,1,1,168.7
1047,2,2,16.6,Ghaziabad,0,Unfurnished,1,6,6,23.43
945,3,2,2.8,Preet Vihar,1,Semi-Furnished,1,2,3,63.93
2203,3,3,5.2,Pitampura,2,Furnished,1,17,18,269.1
1326,3,3,22.4,Preet Vihar,0,Semi-Furnished,1,2,3,47.73
1734,3,3,3.6,Karol Bagh,1,Unfurnished,1,8,9,231.62
753,3,2,14.4,Lajpat Nagar,1,Semi-Furnished,0,5,8,97.44
1629,2,2,2.2,Khan Market,2,Semi-Furnished,1,4,5,361.88
481,3,3,1.1,Greater Kailash,0,Furnished,0,1,1,102.44
858,2,2,6.6,Mayur Vihar,0,Unfurnished,0,1,1,33.45
1013,5,5,3.0,Connaught Place,2,Furnished,0,6,19,403.49
1298,5,5,6.8,Paschim Vihar,1,Semi-Furnished,1,14,19,98.36
1993,3,3,19.2,Rajouri Garden,1,Unfurnished,1,6,11,157.64
1550,4,3,0.8,Defence Colony,1,Unfurnished,1,3,7,397.63
1562,2,2,5.2,Defence Colony,1,Unfurnished,0,8,16,263.89
1987,2,2,9.6,Vikaspuri,2,Semi-Furnished,1,1,1,133.52
1138,3,3,2.9,Paschim Vihar,2,Furnished,0,8,20,83.86
1146,3,3,8.0,Mayur Vihar,1,Furnished,1,14,19,66.02
1474,3,3,0.6,Rajouri Garden,2,Semi-Furnished,0,16,20,166.57
1454,3,2,15.0,Greater Kailash,1,Semi-Furnished,1,2,12,231.13
2377,3,3,23.8,Vasant Vihar,2,Furnished,1,1,1,330.02
1185,4,4,11.0,Khan Market,1,Unfurnished,0,2,3,179.54
1382,4,4,5.4,Preet Vihar,2,Unfurnished,0,2,11,79.42
1192,1,1,14.8,Shahdara,1,Furnished,1,11,15,48.98
750,2,2,1.5,South Extension,1,Semi-Furnished,1,9,9,131.79
400,2,2,17.0,Mayur Vihar,1,Semi-Furnished,0,10,16,14.12
1074,4,4,5.9,Dilshad Garden,1,Semi-Furnished,0,1,1,47.41
1418,2,2,4.7,Lajpat Nagar,0,Unfurnished,1,1,1,186.74
1526,3,3,2.8,Preet Vihar,0,Furnished,1,7,11,88.36
1090,3,3,50.0,Lajpat Nagar,0,Unfurnished,1,8,8,1.0
721,4,3,3.0,Preet Vihar,1,Unfurnished,1,1,1,41.28
709,3,3,0.9,Mayur Vihar,0,Semi-Furnished,0,7,9,40.69
1236,3,3,23.8,Mayur Vihar,1,Furnished,1,1,1,52.63
775,2,2,10.3,Mayur Vihar,0,Unfurnished,1,6,6,36.63
1214,3,2,1.3,Greater Kailash,2,Unfurnished,1,5,5,267.58
924,4,4,3.3,Dwarka,1,Semi-Furnished,1,1,7,91.7
1211,2,2,9.4,Connaught Place,0,Furnished,1,19,20,304.38
1118,3,3,1.4,Rajouri Garden,2,Furnished,1,1,1,159.95
1209,1,1,1.6,Vasant Vihar,1,Unfurnished,0,8,8,127.93
1890,3,3,3.8,South Extension,0,Unfurnished,0,11,11,259.03
879,3,3,1.7,Dwarka,1,Unfurnished,0,1,3,81.69
1444,3,2,4.9,Pitampura,2,Unfurnished,0,10,14,115.67
1126,4,4,4.7,Rajouri Garden,1,Semi-Furnished,0,1,1,139.84
928,3,2,0.4,Vasant Vihar,0,Unfurnished,1,15,19,159.19
798,2,2,2.3,Connaught Place,0,Semi-Furnished,1,4,11,232.47
1283,3,3,3.3,Connaught Place,1,Furnished,1,1,4,376.44
1144,2,2,10.9,Dwarka,0,Furnished,1,3,5,98.34
995,3,3,12.5,Dwarka,1,Unfurnished,1,7,13,87.66
1183,2,2,4.1,Rajouri Garden,1,Furnished,0,1,8,95.44
1458,3,3,10.7,Preet Vihar,1,Semi-Furnished,1,2,20,74.45
1369,4,4,1.7,Paschim Vihar,1,Furnished,0,3,10,115.71
1598,1,1,1.4,Vasant Vihar,1,Unfurnished,1,1,3,264.53
1050,3,3,3.1,Pitampura,1,Unfurnished,1,13,16,94.13
675,2,1,2.3,Dwarka,1,Furnished,0,7,18,72.25
1641,3,3,2.4,Rajouri Garden,1,Unfurnished,0,1,6,169.88
1586,3,3,3.9,Greater Kailash,1,Furnished,0,2,9,340.83
1676,1,1,0.2,Defence Colony,1,Unfurnished,0,2,6,249.2
977,3,3,11.7,Defence Colony,2,Semi-Furnished,0,1,6,162.55
1212,3,3,5.6,Mayur Vihar,0,Semi-Furnished,0,2,10,50.16
1449,3,2,5.2,South Extension,0,Unfurnished,0,14,14,167.54
1222,3,3,1.4,Karol Bagh,0,Unfurnished,0,1,1,123.58
1119,3,3,7.4,Rohini,0,Unfurnished,1,1,1,107.91
747,3,3,2.9,Janakpuri,2,Furnished,1,2,5,83.15
908,2,2,38.3,Mayur Vihar,1,Furnished,0,7,14,14.02
1431,3,3,1.6,Shahdara,2,Unfurnished,0,7,13,62.03
2081,5,5,7.6,Preet Vihar,2,Unfurnished,1,1,1,99.55
1310,3,2,0.0,Rajouri Garden,1,Semi-Furnished,0,4,8,149.23
1501,3,3,21.3,Vikaspuri,1,Furnished,1,1,4,82.18
1472,3,3,6.1,Greater Kailash,1,Unfurnished,0,1,4,267.45
1519,3,3,3.5,Dwarka,2,Semi-Furnished,1,19,20,203.98
2240,3,3,4.2,Lajpat Nagar,1,Semi-Furnished,1,1,1,293.07
1367,2,1,45.1,Paschim Vihar,2,Unfurnished,1,1,1,8.65
1642,2,2,5.6,Lajpat Nagar,2,Semi-Furnished,1,15,17,241.02
871,3,3,1.3,Vasant Vihar,1,Semi-Furnished,1,7,20,185.83
980,3,3,1.9,Khan Market,0,Semi-Furnished,1,8,15,232.03
400,3,3,22.0,Karol Bagh,1,Unfurnished,0,1,1,31.62
618,2,2,12.9,Shahdara,1,Unfurnished,1,12,13,23.38
1365,3,3,4.2,South Extension,2,Furnished,1,8,10,306.92
1127,2,2,23.6,Paschim Vihar,1,Unfurnished,1,9,11,45.97
843,3,3,14.4,Greater Kailash,2,Unfurnished,0,1,1,120.97
940,3,3,16.6,Janakpuri,1,Unfurnished,0,13,17,46.49
800,2,2,5.7,Khan Market,1,Furnished,1,2,5,180.15
1016,3,3,8.8,Ghaziabad,2,Furnished,1,6,17,37.86
1736,3,2,2.9,Shahdara,0,Furnished,1,1,1,94.72
672,3,3,24.1,Dilshad Garden,1,Semi-Furnished,0,16,18,15.63
1155,3,3,0.7,Defence Colony,1,Semi-Furnished,1,1,1,250.46
1147,2,2,3.2,Vasant Vihar,2,Furnished,1,2,4,258.35
1702,3,3,10.4,Karol Bagh,1,Unfurnished,1,6,7,199.22
1392,3,3,22.0,Karol Bagh,0,Unfurnished,1,3,3,103.99
939,3,3,7.7,Connaught Place,2,Unfurnished,0,13,15,185.83
1046,3,3,7.7,Karol Bagh,1,Unfurnished,1,13,18,121.07
1564,3,3,5.2,Janakpuri,0,Furnished,1,2,9,130.21
1235,2,1,8.5,Ghaziabad,1,Semi-Furnished,1,5,19,39.64
864,3,3,6.9,Paschim Vihar,2,Semi-Furnished,1,6,12,59.56
1802,3,3,2.1,Karol Bagh,1,Unfurnished,1,20,20,257.91
1736,3,3,1.5,Ghaziabad,1,Semi-Furnished,1,2,2,59.91
909,3,3,1.5,Preet Vihar,1,Unfurnished,0,2,12,39.25
881,3,2,2.3,Lajpat Nagar,1,Unfurnished,1,1,1,134.81
852,2,1,4.6,Rajouri Garden,0,Unfurnished,0,8,12,90.4
1127,2,2,16.2,Janakpuri,1,Furnished,1,9,9,68.53
1172,2,2,5.5,Karol Bagh,1,Unfurnished,0,1,7,126.14
1279,3,3,4.0,Preet Vihar,1,Unfurnished,1,2,7,73.98
400,4,4,9.4,Rohini,1,Semi-Furnished,1,4,8,36.75
1385,2,1,0.8,Rajouri Garden,0,Unfurnished,1,4,13,148.87
1581,2,2,5.9,Defence Colony,0,Furnished,1,8,20,381.31
985,1,1,29.8,South Extension,1,Furnished,1,6,20,77.73
691,3,3,2.7,Vasant Vihar,2,Unfurnished,0,9,10,114.75
1602,3,3,3.9,Karol Bagh,2,Semi-Furnished,1,3,10,285.06
815,1,1,2.6,Pitampura,1,Semi-Furnished,1,1,1,55.42
1038,4,4,3.1,Pitampura,1,Furnished,0,6,11,107.75
986,2,2,5.8,Janakpuri,2,Furnished,0,1,8,67.89
1138,4,4,12.1,Vasant Vihar,1,Unfurnished,1,1,1,173.31
1709,3,3,4.9,Ghaziabad,1,Furnished,1,1,1,75.84
1248,1,1,17.2,Pitampura,1,Furnished,1,6,10,82.48
1537,4,4,3.7,Khan Market,1,Unfurnished,0,1,1,305.53
786,2,2,1.7,Karol Bagh,1,Semi-Furnished,0,7,13,114.18
1735,2,2,12.4,Lajpat Nagar,0,Furnished,0,2,10,172.57
1451,1,1,1.5,Paschim Vihar,2,Furnished,1,2,3,123.48
1273,2,2,18.8,Khan Market,2,Unfurnished,0,8,8,147.18
1898,2,2,4.6,Defence Colony,1,Semi-Furnished,1,1,1,442.14
1445,1,1,3.9,Vikaspuri,1,Furnished,0,5,11,108.32
1503,3,3,48.0,Paschim Vihar,1,Unfurnished,0,2,16,3.46
1473,2,2,17.9,Defence Colony,2,Unfurnished,0,7,10,208.97
1243,3,3,0.4,Dwarka,1,Unfurnished,1,8,12,151.94
984,2,1,28.9,Shahdara,0,Semi-Furnished,1,1,1,20.3
1449,2,2,22.2,Greater Kailash,1,Unfurnished,0,6,12,154.04
1112,3,3,12.1,South Extension,1,Semi-Furnished,1,4,6,147.75
1027,4,4,2.7,Lajpat Nagar,1,Unfurnished,1,6,19,204.1
899,3,3,40.6,Shahdara,1,Unfurnished,1,2,4,10.68
546,2,1,5.9,Janakpuri,1,Unfurnished,0,3,9,33.08
762,2,2,5.9,Shahdara,1,Furnished,1,2,2,33.12
499,1,1,3.5,Dilshad Garden,1,Unfurnished,1,1,1,17.48
857,4,4,6.1,Shahdara,0,Unfurnished,0,1,1,37.7
750,3,3,2.8,Preet Vihar,0,Unfurnished,1,1,1,41.19
1509,4,4,0.6,Preet Vihar,1,Semi-Furnished,1,8,8,111.6
1641,2,2,7.3,South Extension,0,Unfurnished,1,12,17,230.85
1478,1,1,15.4,Shahdara,0,Semi-Furnished,1,3,4,51.88
1240,4,4,0.5,Preet Vihar,1,Furnished,1,9,19,99.9
870,3,3,6.9,Lajpat Nagar,0,Unfurnished,1,1,1,106.68
455,1,1,22.6,Janakpuri,2,Semi-Furnished,1,6,6,22.14
1905,4,4,3.5,Vikaspuri,1,Semi-Furnished,1,3,3,184.85
1235,3,3,6.0,Dwarka,0,Unfurnished,0,6,18,100.63
2009,3,3,0.1,Ghaziabad,1,Unfurnished,1,1,2,89.34
1462,3,3,8.4,Vikaspuri,0,Unfurnished,1,9,18,95.2
734,3,3,16.6,Shahdara,0,Unfurnished,0,4,11,19.12
1241,4,4,1.9,Shahdara,1,Semi-Furnished,1,2,4,80.11
1358,3,3,11.1,Paschim Vihar,0,Semi-Furnished,1,2,3,77.26
1294,2,2,4.5,Dwarka,0,Semi-Furnished,1,1,14,132.59
1141,3,2,0.0,Rajouri Garden,1,Semi-Furnished,0,1,14,143.28
1379,3,2,2.7,Rajouri Garden,2,Unfurnished,1,6,7,173.72
664,4,4,38.5,Dwarka,0,Unfurnished,1,12,18,16.56
1130,2,2,3.2,Defence Colony,1,Unfurnished,1,2,3,227.86
913,5,5,3.6,Shahdara,1,Unfurnished,1,2,18,44.59
1407,3,3,6.4,Mayur Vihar,2,Furnished,1,3,5,89.52
1801,2,2,4.0,Ghaziabad,0,Furnished,0,6,12,60.25
1071,3,3,6.5,Mayur Vihar,0,Semi-Furnished,0,5,15,54.17
849,2,2,1.0,South Extension,1,Semi-Furnished,1,5,13,168.84
1554,4,3,4.7,Vikaspuri,2,Semi-Furnished,1,9,13,122.99
1653,2,2,15.9,Rajouri Garden,1,Furnished,0,1,1,156.14
801,2,2,0.8,South Extension,1,Furnished,1,12,12,127.57
995,3,3,3.1,Defence Colony,0,Unfurnished,1,5,12,195.01
1072,3,2,24.7,Rajouri Garden,1,Semi-Furnished,0,9,19,57.29
1223,3,2,6.7,South Extension,1,Semi-Furnished,1,2,8,210.64
2283,1,1,9.0,Shahdara,2,Unfurnished,1,5,5,102.25
1152,2,1,11.5,Greater Kailash,2,Semi-Furnished,1,1,5,187.57
910,4,3,1.8,Vikaspuri,2,Semi-Furnished,1,7,20,103.27
1390,2,2,6.3,South Extension,2,Unfurnished,1,6,10,210.92
